Key	Korean	English
Layout.Library.Workpiece.Description	명시적으로 연결된 컨베이어가 이송하는 유형 지정 부품입니다.	Typed part transported by an explicitly bound conveyor
Layout.Library.Workpiece.Name	워크피스	Workpiece
Shell.Runtime	실행 상태	Runtime
Shell.ProjectStatus	프로젝트: {0}	Project: {0}
Shell.ProjectStatusUnsaved	프로젝트: {0} · 미저장	Project: {0} · Unsaved
Project.UnsavedTitle	저장하지 않은 프로젝트	Unsaved project
Project.UnsavedMessage	현재 프로젝트의 변경 내용을 저장하시겠습니까?	Save changes to the current project?
Project.Save	저장	Save
Project.DontSave	저장 안 함	Don't save
Project.Cancel	취소	Cancel
Project.SaveFailedStatus	프로젝트를 저장하지 못했습니다	The project could not be saved
Project.SaveFailedTitle	프로젝트 저장 실패	Project save failed
Project.SaveFailedMessage	프로젝트 파일을 안전하게 저장하지 못했습니다.{0}{0}{1}	The project file could not be saved safely.{0}{0}{1}
MessageBox.Message	메시지	Message
MessageBox.OK	확인	OK
MessageBox.Cancel	취소	Cancel
Shell.SelectionStatus	선택됨: {0}	Selected: {0}
Shell.SelectionMultiple	{0}개 선택 · 기준: {1}	{0} selected · reference: {1}
Shell.SelectionNone	선택됨: 없음	Selected: None
Shell.SimulationStatus	시뮬레이션 {0:hh\:mm\:ss\.fff}	Sim {0:hh\:mm\:ss\.fff}
Shell.TickStatus	틱 {0}	Tick {0}
Shell.ControlOwnerAutomatic	시뮬레이션 시작 시 자동 시퀀스를 시작하고 반복합니다.	Simulation ON starts and repeats the authored automatic sequence.
Shell.ControlOwnerSequence	운전 모드에서 내장 시퀀스가 모션과 출력을 제어합니다.	The embedded sequence owns motion and outputs in Run mode.
Shell.ControlOwnerManual	수동 모션 명령은 운전 모드에서만 사용할 수 있습니다.	Manual motion commands are enabled only in Run mode.
Shell.ControlOwnerLabel.Definition	정의	Definition
Shell.ControlOwnerLabel.Manual	수동	Manual
Shell.ControlOwnerLabel.EmbeddedSequence	내장 시퀀스	Embedded sequence
Shell.Definition	정의	Definition
Shell.SceneControl	제어: {0}	Control: {0}
Scene.FitLayout	화면 맞춤	Fit
Scene.FitLayoutTooltip	장비 레이아웃을 화면에 맞춤	Fit the machine layout to the canvas
Scene.StartTitle	장비 레이아웃 시작	Start a machine layout
Scene.StartHint	빈 레이아웃을 직접 만들거나 자동 이송 셀 샘플에서 시작하세요.	Build a layout from scratch or start from the automatic transfer cell sample.
Scene.StartBlank	새 빈 레이아웃	New blank layout
Scene.StartSample	샘플에서 시작	Start from sample
Scene.StartSampleTooltip	Automatic Transfer Cell 샘플을 편집 가능한 설계로 엽니다.	Open the Automatic Transfer Cell sample as an editable design.
Scene.EmptyTitle	첫 장비를 배치하세요	Place your first component
Scene.EmptyHint	왼쪽 라이브러리에서 장비를 클릭하거나 캔버스로 끌어 배치하세요.	Click a component in the library or drag it onto the canvas.
Scene.BlankLayoutReadyStatus	빈 레이아웃을 만들었습니다. 라이브러리에서 첫 장비를 선택하세요.	Blank layout ready. Choose the first component from the library.
Scene.SampleOpenedStatus	자동 이송 셀 샘플을 열었습니다. 파일 저장 전까지 원본 샘플은 변경되지 않습니다.	Opened the automatic transfer cell sample. The bundled sample remains unchanged until you save a project file.
Scene.GripperClosed	그리퍼 닫힘	GRIPPER CLOSED
Scene.GripperOpen	그리퍼 열림	GRIPPER OPEN
Scene.WorkpieceAvailable	작업물 대기	AVAILABLE
Scene.WorkpieceAttached	그리퍼 부착	ATTACHED
Scene.WorkpiecePlaced	배치 완료	PLACED
Shell.NoAxis	설정된 축 없음	No axis configured
Shell.NoCamera	설정된 카메라 없음	No camera configured
Shell.Unavailable	사용할 수 없음	Unavailable
Shell.NotConfigured	설정되지 않음	Not configured
Shell.SignalOn	ON	ON
Shell.SignalOff	OFF	OFF
Shell.ResultPass	통과	PASS
Shell.ResultFail	실패	FAIL
Shell.ResultPending	대기	PENDING
Shell.AutomaticRunNotConfigured	설정되지 않음	Not configured
Shell.AutomaticRunWaiting	재시작 대기 중 ({0}틱)	Waiting to restart ({0} ticks)
Shell.AutomaticRunRunning	자동 사이클 실행 중	Automatic cycle running
Shell.AutomaticRunReady	준비	Ready
Shell.Project	프로젝트	Project
Shell.Library	라이브러리	Library
Shell.Properties	속성	Properties
Shell.Events	이벤트	Events
Shell.SimulationJournal	시뮬레이션 기록	Simulation journal
Shell.Evidence	증거	Evidence
Shell.EvidenceDrawer	이벤트 증거 펼치기 또는 접기	Expand or collapse event evidence
Shell.EvidenceDrawerHint	결정적 시뮬레이션 이벤트 증거를 표시하거나 숨깁니다.	Show or hide deterministic simulation event evidence.
Shell.MachineLayout	머신 레이아웃	Machine Layout
Shell.SimulationWorkspace	시뮬레이션 작업공간	Simulation Workspace
Shell.Sequence	시퀀스	Sequence
Shell.Selected	선택됨	Selected
Shell.None	없음	None
Shell.Paused	일시정지	PAUSED
Shell.Running	실행 중	RUNNING
Shell.FixedStep	고정 5 ms	Fixed 5 ms
Shell.Tick	틱	Tick
Shell.SimulationShort	시뮬레이션	Sim
Shell.Control	제어	Control
Simulation.Workspace	시뮬레이션 작업공간	Simulation Workspace
Simulation.Start	시작	Start
Simulation.Resume	재개	Resume
Simulation.Stop	정지	Stop
Simulation.EmergencyStop	비상 정지	Emergency Stop
Simulation.LoadJson	JSON 불러오기	Load JSON
Simulation.Seed	시드	Seed
Simulation.DurationCycles	기간 (사이클)	Duration (cycles)
Simulation.ResetScenario	시나리오 초기화	Reset Scenario
Simulation.FleetSummary	장비 요약	Fleet Summary
Simulation.Events	시뮬레이션 이벤트	Simulation Events
Simulation.CurrentCycle	현재 사이클: {0}	Current cycle: {0}
Simulation.Throughput	처리량 사용률: {0}%	Throughput utilization: {0}%
Simulation.AlarmsActive	활성 알람: {0}	Alarms active: {0}
Simulation.FleetHealth	장비 상태 {0:F1}	Fleet health {0:F1}
Simulation.SeedTooltip	장비 상태 변화를 재현하기 위한 시드입니다.	Seed used to reproduce equipment condition changes.
Simulation.DurationTooltip	시나리오의 최대 실행 사이클입니다.	Maximum scenario cycle count.
Left.PlacedComponents	배치된 장비	Placed components
Left.MachineState	머신 상태	Machine state
Left.AutomaticSimulation	자동 시뮬레이션	Automatic simulation
Left.CompletedCycles	완료 사이클	Completed cycles
Left.ConfiguredAxes	설정된 축	Configured axes
Left.LayoutComponents	레이아웃 장비	Layout components
Left.VirtualCameras	가상 카메라	Virtual cameras
Left.EmbeddedSequence	내장 시퀀스	Embedded sequence
Left.State	상태	State
Left.CurrentStep	현재 단계	Current step
Left.ControlOwner	제어 소유자	Control owner
Left.SelectEquipmentHint	머신 장면에서 장비를 선택하면 실시간 상태를 확인할 수 있습니다.	Select equipment in the machine scene to inspect its live state.
Left.RemoveSelected	선택 항목 제거	Remove selected
Inspector.LayoutTransform	레이아웃 변환	Layout transform
Inspector.AspectRatioHint	모서리 크기 조절 중 Shift를 누르면 종횡비를 유지합니다.	Hold Shift while resizing a corner to preserve the aspect ratio.
Inspector.AuthoredProperties	작성 속성	Authored properties
Inspector.SelectedComponents	{0}개 장비 선택	{0} components selected
Inspector.AlignmentReferenceHint	마지막으로 선택한 장비를 기준으로 정렬합니다.	Alignment uses the last selected component as the reference.
Inspector.HorizontalAlignment	가로 정렬	Horizontal alignment
Inspector.VerticalAlignment	세로 정렬	Vertical alignment
Alignment.Left	왼쪽	Left
Alignment.HorizontalCenter	가운데	Center
Alignment.Right	오른쪽	Right
Alignment.Top	위	Top
Alignment.VerticalCenter	중앙	Middle
Alignment.Bottom	아래	Bottom
Alignment.LeftTooltip	기준 장비의 왼쪽 경계에 정렬	Align left edges to the reference component
Alignment.HorizontalCenterTooltip	기준 장비의 가로 중심에 정렬	Align horizontal centers to the reference component
Alignment.RightTooltip	기준 장비의 오른쪽 경계에 정렬	Align right edges to the reference component
Alignment.TopTooltip	기준 장비의 위쪽 경계에 정렬	Align top edges to the reference component
Alignment.VerticalCenterTooltip	기준 장비의 세로 중심에 정렬	Align vertical centers to the reference component
Alignment.BottomTooltip	기준 장비의 아래쪽 경계에 정렬	Align bottom edges to the reference component
Status.LayoutAligned	선택 장비를 {0} 기준으로 정렬했습니다.	Aligned selected components to {0}.
Inspector.LayerOrder	레이어 순서	Layer order
Inspector.LayerOrderHint	겹치는 장비의 앞뒤 표시 순서를 변경합니다.	Change the front-to-back order of overlapping equipment.
LayerOrder.SendToBack	맨 뒤	Send to back
LayerOrder.SendBackward	뒤로	Move backward
LayerOrder.BringForward	앞으로	Move forward
LayerOrder.BringToFront	맨 앞	Bring to front
LayerOrder.SendToBackTooltip	선택 장비를 모든 장비 뒤로 이동	Send selected equipment behind all other equipment
LayerOrder.SendBackwardTooltip	선택 장비를 한 단계 뒤로 이동	Move selected equipment backward by one layer
LayerOrder.BringForwardTooltip	선택 장비를 한 단계 앞으로 이동	Move selected equipment forward by one layer
LayerOrder.BringToFrontTooltip	선택 장비를 모든 장비 앞으로 이동	Bring selected equipment in front of all other equipment
Status.LayerOrderChanged	선택 장비를 {0} 위치로 이동했습니다.	Moved selected equipment to {0}.
Inspector.PropertiesValid	작성 속성이 유효합니다.	Authored properties are valid.
Inspector.PropertiesInvalid	속성을 확인하세요.	Check the authored properties.
Inspector.SelectedEquipment	선택 장비	Selected equipment
Inspector.OperatingState	운전 상태	Operating state
Inspector.VirtualCamera	가상 카메라	Virtual camera
Camera.Commissioning	카메라 커미셔닝	Camera commissioning
Camera.SelectedCamera	선택 카메라	Selected camera
Camera.Recipe	검사 레시피	Inspection recipe
Camera.State	상태	State
Camera.ExposureRemaining	노출 잔여 Tick	Exposure ticks remaining
Camera.TransferRemaining	전송 잔여 Tick	Transfer ticks remaining
Camera.Result	결과	Result
Camera.Frame	프레임	Frame
Camera.Source	이미지 소스	Image source
Camera.SourceSetup	이미지 소스 설정	Image source setup
Camera.SourceRelativePath	프로젝트 상대 경로	Project-relative path
Camera.Browse	찾아보기	Browse
Camera.BrowseTooltip	프로젝트 폴더 안의 단일 이미지 파일을 선택합니다.	Select a single-image file inside the project folder.
Camera.SourceWidth	폭 (px)	Width (px)
Camera.SourceHeight	높이 (px)	Height (px)
Camera.SourcePixelFormat	픽셀 형식	Pixel format
Camera.PixelFormatTooltip	획득 증거에 기록할 픽셀 형식을 입력합니다. 예: Mono8	Enter the pixel format recorded in acquisition evidence, for example Mono8.
Camera.ApplySource	설정 적용	Apply settings
Camera.ApplySourceTooltip	검증된 설정을 프로젝트에 적용합니다. 획득은 자동으로 시작하지 않습니다.	Apply validated settings to the project without starting acquisition.
Camera.RevertSource	편집 취소	Revert edits
Camera.RevertSourceTooltip	아직 적용하지 않은 편집을 현재 프로젝트 설정으로 되돌립니다.	Restore fields from the current project settings without acquisition.
Camera.SelectSourceFile	카메라 이미지 소스 선택	Select camera image source
Camera.SourceMustBeProjectOwned	프로젝트 폴더 안의 파일을 선택해 주세요.	Select a file inside the project folder.
Camera.SaveProjectBeforeSource	프로젝트를 먼저 저장한 뒤 이미지 소스를 선택하세요.	Save the project before selecting an image source.
Camera.SourceFileRequired	프로젝트 안의 이미지 파일을 선택하세요.	Select an image file inside the project.
Camera.SourceDimensionsInvalid	폭과 높이는 1 이상이어야 합니다.	Width and height must be at least 1.
Camera.SourcePixelFormatInvalid	픽셀 형식을 앞뒤 공백 없이 입력하세요.	Enter a pixel format without leading or trailing spaces.
Camera.SourceFileEmpty	이미지 소스 파일이 비어 있습니다.	The image-source file is empty.
Camera.SourceFileInvalid	이미지 소스 파일이 없거나 프로젝트 밖을 가리킵니다.	The image-source file is missing or resolves outside the project.
Camera.SourceDraftReady	유효한 변경입니다. 설정 적용을 선택하세요.	Valid changes. Select Apply settings.
Camera.SourceAppliedSave	설정이 적용되었습니다. 프로젝트를 저장해야 유지됩니다.	Settings applied. Save the project to keep them.
Camera.SourceConfigured	프로젝트에 저장된 이미지 소스 설정입니다.	Image-source settings restored from the project.
Camera.StartManualControl	수동 운전 시작	Start manual
Camera.StartManualShort	수동 운전 시작	Start manual
Camera.StartManualControlTooltip	자동 또는 시퀀스 운전과 분리된 카메라 수동 획득 제어를 시작합니다.	Start manual camera acquisition control separately from automatic or sequence operation.
Camera.Trigger	트리거	Trigger
Camera.TriggerTooltip	일시정지 상태에서 프로젝트 이미지의 SHA-256 증거를 포함해 선택 카메라 획득을 시작합니다.	While paused, trigger the selected camera with SHA-256 evidence from the project image.
Camera.NoCameraHint	커미셔닝할 가상 카메라를 선택하세요.	Select a virtual camera to commission.
Camera.ConfigureSourceHint	프로젝트에 단일 이미지 소스와 검사 레시피를 설정하세요.	Configure a project single-image source and inspection recipe.
Camera.StartManualHint	수동 운전을 시작한 뒤 일시정지하고 트리거하세요.	Start manual control, pause, then trigger acquisition.
Camera.ResetForManualHint	자동 또는 시퀀스 운전 중입니다. 초기화한 뒤 수동 운전을 시작하세요.	Automatic or sequence operation is active. Reset before starting manual control.
Camera.PauseBeforeTriggerHint	일시정지한 뒤 트리거하여 획득을 고정 Tick으로 진행하세요.	Pause, then trigger acquisition so fixed ticks remain under your control.
Camera.TriggerReadyHint	트리거한 뒤 단계 실행으로 노출과 전송을 정확히 한 Tick씩 진행하세요.	Trigger, then use Step to advance exposure and transfer exactly one tick at a time.
Camera.StepAcquisitionHint	단계 실행으로 노출과 전송을 정확히 한 Tick씩 진행하세요.	Use Step to advance exposure and transfer exactly one tick at a time.
Camera.ActionStartManual	카메라 수동 운전 시작	Start camera manual control
Camera.ActionTrigger	카메라 트리거	Trigger camera
Camera.CommandAccepted	{0} 명령 승인 · {1}	{0} accepted · {1}
Camera.CommandRejected	{0} 명령 거부 · {1}: {2}	{0} rejected · {1}: {2}
Camera.StatusAccepted	카메라 명령이 승인되었습니다.	Camera command accepted.
Camera.StatusRejected	카메라 명령이 거부되었습니다.	Camera command rejected.
Camera.SourceRejected	이미지 소스 증거 생성 실패 · {0}	Image-source evidence failed · {0}
Camera.InspectionRejected	결정적 검사 실행 실패 · {0}	Deterministic inspection failed · {0}
Camera.ContextChanged	이미지 증거 생성 중 런타임 상태가 변경되어 트리거하지 않았습니다.	The runtime changed while image evidence was prepared; acquisition was not triggered.
Camera.InspectionId	검사 ID	Inspection ID
Camera.InspectionMessage	검사 메시지	Inspection message
Camera.InspectionMetrics	검사 메트릭	Inspection metrics
Camera.ExecutionEvidence	실행 증거	Execution evidence
Camera.EvidenceNone	저장된 실행 증거 없음	No saved execution evidence
Camera.EvidenceCapturing	실행 증거 수집 중	Capturing execution evidence
Camera.EvidenceSaved	프로젝트 실행 증거 저장됨	Project execution evidence saved
Camera.EvidenceRestored	프로젝트 실행 증거 복원됨	Project execution evidence restored
Camera.EvidenceStale	프로젝트·빌드·카메라 또는 레시피가 달라 기존 증거가 만료됨	Existing evidence is stale for the project, build, camera, or recipe
Camera.EvidenceSaveFailed	실행 증거 저장 실패	Execution evidence save failed
Camera.EvidenceNoComparison	비교할 이전 실행 증거 없음	No prior execution evidence to compare
Camera.EvidenceMatch	이전 실행 증거와 일치	Matches prior execution evidence
Camera.EvidenceMismatch	이전 실행 증거와 불일치 · {0}	Differs from prior execution evidence · {0}
Inspector.DigitalIo	디지털 I/O	Digital I/O
Inspector.FaultManager	장애 관리자	Fault manager
Inspector.ActiveFaults	활성 장애	Active faults
Inspector.VirtualInput	가상 입력	Virtual input
Inspector.CycleStartDi	사이클 시작 (DI)	Cycle Start (DI)
Inspector.CycleActiveDo	사이클 활성 (DO)	Cycle Active (DO)
Inspector.CycleDoneDo	사이클 완료 (DO)	Cycle Done (DO)
Inspector.FaultRecoveryHint	입력을 강제하거나 액추에이터를 차단해 복구 동작을 테스트합니다.	Test recovery by forcing an input or blocking an actuator.
Inspector.FaultType	고장 유형	Fault type
Inspector.RuntimeTarget	런타임 대상	Runtime target
Inspector.RuntimeTargetTooltip	최신 시뮬레이션 스냅샷에서 대상을 가져옵니다.	Targets are derived from the latest simulation snapshot
Inspector.ForcedValue	강제 값	Forced value
Inspector.InjectFault	고장 주입	Inject fault
Inspector.ClearSelected	선택 항목 해제	Clear selected
Inspector.ClearAll	모두 해제	Clear all
Inspector.NoActiveFaults	현재 스냅샷에 활성 고장이 없습니다.	No active faults in the current snapshot.
Inspector.CycleStartTooltip	사이클 시작 디지털 입력을 ON으로 설정합니다.	Set the Cycle Start digital input to ON
Inspector.CycleStart	사이클 시작	Cycle Start
Inspector.CycleStartHint	DI 트리거만 사용하며 모션과 출력은 시퀀스가 계속 소유합니다.	DI trigger only · Motion and outputs remain sequence-owned
Inspector.IoCommissioning	로컬 I/O 커미셔닝	Local I/O commissioning
Inspector.IoCommissioningHint	불변 엔진 스냅샷의 신호를 확인하고 선택한 DI만 명시적으로 Force 합니다.	Inspect immutable engine-snapshot signals and explicitly force only the selected DI.
Inspector.Signal	신호	Signal
Inspector.Kind	유형	Type
Inspector.Value	값	Value
Inspector.RuntimeOwner	런타임 소유자	Runtime owner
Inspector.Revision	리비전	Revision
Inspector.NominalValue	실제 값	Nominal value
Inspector.ForceState	Force 상태	Force state
Io.DigitalInput	DI	DI
Io.DigitalOutput	DO	DO
Io.StartManualControl	수동 운전 시작	Start manual control
Io.StartManualControlTooltip	일시정지 상태에서 로컬 I/O 수동 운전을 명시적으로 시작합니다.	Explicitly start local I/O manual control while paused.
Io.ForceOn	Force ON	Force ON
Io.ForceOff	Force OFF	Force OFF
Io.ClearForce	Force 해제	Clear force
Io.ForceOnTooltip	선택한 DI의 유효 값을 ON으로 고정하고 실제 값은 계속 보존합니다.	Force the selected DI effective value ON while retaining its nominal value.
Io.ForceOffTooltip	선택한 DI의 유효 값을 OFF로 고정하고 실제 값은 계속 보존합니다.	Force the selected DI effective value OFF while retaining its nominal value.
Io.ClearForceTooltip	선택한 DI Force를 해제하고 최신 실제 값으로 복귀합니다.	Clear the selected DI force and return to its latest nominal value.
Io.FaultOverride	장애 강제	Fault override
Io.ForcedOn	Force ON	Forced ON
Io.ForcedOff	Force OFF	Forced OFF
Io.ForceReleased	해제됨	Released
Io.NoSignalsHint	현재 런타임에 디지털 신호가 없습니다.	No digital signals are available in the current runtime.
Io.SelectSignalHint	확인할 I/O 신호를 선택하세요.	Select an I/O signal to inspect.
Io.OutputReadOnlyHint	DO는 시퀀스 또는 장비 동작 결과이며 이 표에서는 읽기 전용입니다.	DO is a sequence or equipment result and is read-only in this table.
Io.FaultInterlockHint	선택한 DI에 stuck-input 장애가 활성화되어 있습니다. 장애를 먼저 해제하세요.	The selected DI has an active stuck-input fault. Clear the fault first.
Io.PauseForManualHint	일시정지한 뒤 수동 운전을 시작하면 DI Force를 사용할 수 있습니다.	Pause, then start manual control to use DI forcing.
Io.StartManualHint	수동 운전을 시작하면 선택한 DI를 Force할 수 있습니다.	Start manual control to force the selected DI.
Io.ForcedHint	Force 중에도 실제 값은 보존되며 해제 즉시 복귀합니다.	The nominal value is retained while forced and returns immediately when cleared.
Io.ManualHint	선택한 DI를 Force ON/OFF 하거나 기존 Force를 해제할 수 있습니다.	Force the selected DI ON or OFF, or clear an existing force.
Io.ActionStartManual	I/O 수동 운전 시작	Start I/O manual control
Io.ActionForceOn	DI Force ON	Force DI ON
Io.ActionForceOff	DI Force OFF	Force DI OFF
Io.ActionClearForce	DI Force 해제	Clear DI force
Io.ActionCommand	I/O 명령	I/O command
Io.CommandAccepted	{0} 명령 승인 · {1}	{0} accepted · {1}
Io.CommandRejected	{0} 명령 거부 · {1}: {2}	{0} rejected · {1}: {2}
Io.StatusAccepted	{0} 명령을 승인했습니다.	{0} was accepted.
Io.StatusRejected	{0} 명령이 거부되었습니다.	{0} was rejected.
Sequence.Editor	시퀀스 편집기	Sequence Editor
Sequence.Tagline	결정적 자동 사이클을 작성합니다.	Author the deterministic automatic cycle
Sequence.NewStep	새 단계	New step
Sequence.Add	추가	Add
Sequence.Delete	삭제	Delete
Sequence.MoveUp	위로 이동	Move up
Sequence.MoveDown	아래로 이동	Move down
Sequence.Name	이름	Name
Sequence.Action	동작	Action
Sequence.Target	대상	Target
Sequence.Value	값	Value
Sequence.Timeout	시간 제한	Timeout
Sequence.Next	다음	Next
Sequence.Error	오류	Error
Sequence.Failure	실패	Failure
Sequence.StepId	단계 ID	Step ID
Sequence.Validation	검증	Validation
Sequence.ExpectedCheckpoint	종료 상태 검증	End-state check
Sequence.ExpectedCheckpointTooltip	이 단계가 끝날 때 선택한 장비 상태를 검증합니다.	Validate the selected equipment state when this step ends.
Sequence.ExpectedState	기대 상태	Expected
Simulation.ScenarioSummary	시나리오: {0} | 모드: {1} | 시드: {2} | 기간: {3}사이클	Scenario: {0} | Mode: {1} | Seed: {2} | Duration: {3} cycles
Simulation.WorkspaceRunning	시뮬레이션 실행 중 | 사이클 {0} | 활성 {1} | 알람 {2} | {3}	Simulation running | cycle {0} | {1} active | {2} alarm | {3}
Simulation.WorkspacePaused	시뮬레이션 일시정지 | 사이클 {0} | 활성 {1} | 알람 {2} | {3}	Simulation paused | cycle {0} | {1} active | {2} alarm | {3}
Simulation.WorkspaceIdle	시뮬레이션 대기 | 활성 {0} | 알람 {1} | {2}	Simulation idle | {0} active | {1} alarm | {2}
Simulation.SelectedEquipmentEmpty	장비를 선택하면 상세 텔레메트리를 확인할 수 있습니다.	Select an equipment item to see detailed telemetry.
Simulation.EventSeveritySummary	정보 {0} | 경고 {1} | 알람 {2} | 복구 {3}	INFO {0} | WARN {1} | ALARM {2} | RECOVERY {3}
Simulation.Mode.Normal	정상	Normal
Simulation.Mode.Fault	고장	Fault
Simulation.Mode.Recovery	복구	Recovery
Simulation.Mode.Congested	혼잡	Congested
Simulation.ScenarioName.normal	정상	Normal
Simulation.ScenarioName.fault-injection	고장 주입	Fault Injection
Simulation.ScenarioName.recovery	복구	Recovery
Simulation.ScenarioName.congested	혼잡 라인	Congested Line
Simulation.ScenarioDescription.normal	장시간 처리량과 안정적인 알람을 위한 균형 잡힌 정상 운전입니다.	Normal operation with balanced behavior for long-run throughput and stable alarms.
Simulation.ScenarioDescription.fault-injection	운영자 대응 훈련을 위해 초기 경고와 알람 동작을 주입합니다.	Inject early warning and alarm behavior; useful for training operator responses.
Simulation.ScenarioDescription.recovery	초기 불안정 후 높은 복구 확률로 안정 상태로 돌아가는 복구 경로입니다.	Tough recovery path: initial instability then stable return with high recovery chance.
Simulation.ScenarioDescription.congested	장비 전체의 처리량 병목과 혼잡 압력을 재현합니다.	Throughput bottleneck and congestion pressure across equipment.
Simulation.TestScenario	테스트 시나리오	Test scenario
Simulation.TestScenarioHint	엔진 스냅샷 기반의 결정적 조건 변화를 실행합니다.	Run deterministic condition changes from the engine snapshot.
Simulation.ScenarioProfile	시나리오 프로필	Scenario profile
Simulation.RuntimeTarget	런타임 대상	Runtime target
Simulation.DurationTicks	기간 (Tick)	Duration (ticks)
Simulation.StartScenario	시나리오 시작	Start scenario
Simulation.StopScenario	시나리오 중지	Stop scenario
Simulation.ReplayScenario	시나리오 재생	Replay scenario
Simulation.ScenarioStatus	시나리오 상태	Scenario status
Simulation.ScenarioNotConfigured	구성되지 않음	Not configured
Simulation.ScenarioNoProgress	진행 정보 없음	No progress
Simulation.ScenarioNoHealth	상태 점수 없음	No health score
Simulation.ScenarioProgress	진행: {0} / {1} Tick	Progress: {0} / {1} ticks
Simulation.ScenarioHealth	상태 점수: {0}	Health score: {0}
Simulation.ConditionState.Normal	정상	Normal
Simulation.ConditionState.Degraded	저하	Degraded
Simulation.ConditionState.Fault	장애	Fault
Simulation.ConditionState.Recovering	복구 중	Recovering
Simulation.ScenarioTargetRequired	시나리오 대상 장비를 선택하세요.	Select a scenario target.
Simulation.ScenarioStartRejected	시나리오 시작이 거부되었습니다.	Scenario start was rejected.
Simulation.ScenarioStopRejected	시나리오 중지가 거부되었습니다.	Scenario stop was rejected.
Simulation.ScenarioStarted	시나리오가 시작되었습니다.	Scenario started.
Simulation.ScenarioStopped	시나리오가 중지되었습니다.	Scenario stopped.
Simulation.ScenarioReplayed	시나리오를 처음부터 재생합니다.	Scenario replayed from the beginning.
Simulation.LoadJsonHint	JSON 시나리오 파일 경로를 입력하세요.	Enter a JSON scenario file path.
Simulation.LoadJsonPath	JSON 시나리오 로드: {0}	Load JSON scenario: {0}
Simulation.ResetScenarioHint	정상 프로필, 시드 1001, 200 Tick으로 복원합니다.	Restore Normal, seed 1001, and 200 ticks.
Simulation.EquipmentStatus	{0} [{1}] - {2} | 온도 {3:F1}°C | RPM {4:F1} | 진동 {5:F2} | 사이클 {6} | 알람 {7}	{0} [{1}] - {2} | Temp {3:F1}°C | RPM {4:F1} | Vibration {5:F2} | Cycles {6} | Alarms {7}
Simulation.AcceptanceCriteria	통과 조건	Acceptance criteria
Simulation.AcceptanceCriteriaHint	반복 실행이 성공하려면 만족해야 하는 결과를 선택합니다.	Choose the outcomes required for a successful repeat run.
Simulation.RequireAutomaticCycleCompleted	자동 사이클 완료	Automatic cycle completed
Simulation.MinimumCompletedCycles	최소 완료 횟수	Minimum completions
Simulation.RequireNoActiveFaults	마지막에 활성 장애 없음	No active faults at finish
Simulation.RequireFinalEquipmentState	마지막 장비 상태 확인	Check final equipment state
Simulation.AssertionTarget	대상 장비	Equipment
Simulation.ExpectedFinalState	예상 상태	Expected state
Simulation.ExpectedFinalStateHint	예: Idle, Extended, Retracted, Stopped	For example: Idle, Extended, Retracted, Stopped
Simulation.AssertionSummary	선택한 통과 조건: {0}개	Selected acceptance criteria: {0}
Simulation.AssertionConfigurationInvalid	장비와 예상 상태를 모두 지정하세요.	Select equipment and enter its expected state.
Simulation.AssertionOutcomes	통과 조건 결과	Acceptance results
Simulation.AssertionPassed	통과	Pass
Simulation.AssertionFailed	실패	Fail
Simulation.AssertionOutcomeCycle	완료 {0}회 / 기준 {1}회 · Tick {2}	Completed {0} / required {1} · tick {2}
Simulation.AssertionOutcomeFaults	활성 장애 {0}개 · Tick {1}	Active faults {0} · tick {1}
Simulation.AssertionOutcomeEquipment	{0}: {1} / 예상 {2} · Tick {3}	{0}: {1} / expected {2} · tick {3}
Simulation.RepeatValidation	반복 검증	Repeat validation
Simulation.RepeatValidationHint	같은 조건을 순차 실행하고 각 결과를 첫 실행 또는 승인 기준선과 비교합니다.	Run the same conditions sequentially and compare each result with the first run or accepted baseline.
Simulation.RepetitionCount	반복 횟수	Repetitions
Simulation.RunBatch	반복 실행	Run batch
Simulation.CancelBatch	취소	Cancel
Simulation.AcceptBaseline	기준선 승인	Accept baseline
Simulation.ClearBaseline	기준선 해제	Clear baseline
Simulation.GoToMismatch	첫 불일치로 이동	Go to first mismatch
Simulation.BatchIdle	반복 검증 대기	Repeat validation ready
Simulation.BatchRunning	반복 검증 실행 중: {0} / {1}	Repeat validation running: {0} / {1}
Simulation.BatchCanceled	반복 검증이 취소되었습니다.	Repeat validation canceled.
Simulation.BatchPassed	반복 검증 통과: {0}회	Repeat validation passed: {0} runs
Simulation.BatchMismatch	반복 검증에서 불일치가 발견되었습니다.	Repeat validation found a mismatch.
Simulation.BatchNoResult	아직 실행 결과가 없습니다.	No batch result yet.
Simulation.BatchResultPassed	{0}회 동일 · 증거 {1}	{0} identical runs · evidence {1}
Simulation.BatchResultMismatch	실행 {0} · {1} · {2} · Tick {3}	Run {0} · {1} · {2} · Tick {3}
Simulation.BatchBaselineNone	승인된 기준선 없음	No accepted baseline
Simulation.BatchBaselineAccepted	승인 기준선: {0}	Accepted baseline: {0}
Simulation.BatchPauseRejected	반복 검증 전 메인 런타임을 일시정지하지 못했습니다.	The main runtime could not be paused before repeat validation.
Simulation.BatchStarted	반복 검증을 시작했습니다.	Repeat validation started.
Simulation.BatchPassedStatus	반복 검증이 동일한 결과로 완료되었습니다.	Repeat validation completed with identical results.
Simulation.BatchMismatchStatus	반복 검증에서 첫 불일치가 발견되었습니다.	Repeat validation found its first mismatch.
